@relation QueryResult_denormalized-weka.filters.unsupervised.instance.Denormalize-Gfirst-ASum-S-weka.filters.unsupervised.attribute.Remove-Rfirst

@attribute KodeMerk_TN {f,t}
@attribute KodeMerk_SD {f,t}
@attribute KodeMerk_MQ {f,t}
@attribute KodeMerk_PG {f,t}
@attribute KodeMerk_FS {f,t}
@attribute KodeMerk_JY {f,t}
@attribute KodeMerk_BF {f,t}
@attribute KodeMerk_FC {f,t}
@attribute KodeMerk_KK {f,t}
@attribute KodeMerk_LP {f,t}
@attribute KodeMerk_TT {f,t}
@attribute KodeMerk_DN {f,t}
@attribute KodeMerk_SI {f,t}
@attribute KodeMerk_SE {f,t}
@attribute KodeMerk_SM {f,t}
@attribute KodeMerk_NC {f,t}
@attribute KodeMerk_ZA {f,t}
@attribute KodeMerk_GL {f,t}
@attribute KodeMerk_BJ {f,t}
@attribute KodeMerk_BX {f,t}
@attribute KodeMerk_PN {f,t}
@attribute KodeMerk_PT {f,t}
@attribute KodeMerk_UH {f,t}
@attribute KodeMerk_AS {f,t}
@attribute KodeMerk_SS {f,t}
@attribute KodeMerk_KY {f,t}
@attribute KodeMerk_CH {f,t}
@attribute KodeMerk_CV {f,t}
@attribute KodeMerk_EA {f,t}
@attribute KodeMerk_FX {f,t}
@attribute KodeMerk_BB {f,t}
@attribute KodeMerk_SA {f,t}
@attribute KodeMerk_XT {f,t}
@attribute KodeMerk_BG {f,t}
@attribute KodeMerk_AL {f,t}
@attribute KodeMerk_SB {f,t}
@attribute KodeMerk_ET {f,t}
@attribute KodeMerk_NR {f,t}
@attribute KodeMerk_DY {f,t}
@attribute KodeMerk_BM {f,t}
@attribute KodeMerk_JU {f,t}
@attribute KodeMerk_BO {f,t}
@attribute KodeMerk_TF {f,t}
@attribute KodeMerk_KM {f,t}
@attribute KodeMerk_BC {f,t}
@attribute KodeMerk_SL {f,t}
@attribute KodeMerk_BD {f,t}
@attribute KodeMerk_AD {f,t}
@attribute KodeMerk_MG {f,t}
@attribute KodeMerk_EG {f,t}
@attribute KodeMerk_KG {f,t}
@attribute KodeMerk_LF {f,t}
@attribute KodeMerk_PB {f,t}
@attribute KodeMerk_CT {f,t}
@attribute KodeMerk_DO {f,t}
@attribute KodeMerk_PL {f,t}
@attribute KodeMerk_LY {f,t}
@attribute KodeMerk_OJ {f,t}
@attribute KodeMerk_MX {f,t}
@attribute KodeMerk_KB {f,t}
@attribute KodeMerk_JJ {f,t}
@attribute KodeMerk_OP {f,t}
@attribute KodeMerk_AE {f,t}
@attribute KodeMerk_EK {f,t}
@attribute KodeMerk_ES {f,t}
@attribute KodeMerk_3M {f,t}
@attribute KodeMerk_YM {f,t}
@attribute KodeMerk_S1 {f,t}
@attribute KodeMerk_TJ {f,t}
@attribute KodeMerk_M1 {f,t}
@attribute KodeMerk_AA {f,t}
@attribute KodeMerk_HO {f,t}
@attribute KodeMerk_PJ {f,t}
@attribute KodeMerk_ST {f,t}
@attribute KodeMerk_DP {f,t}
@attribute KodeMerk_KC {f,t}
@attribute KodeMerk_SO {f,t}
@attribute KodeMerk_JA {f,t}
@attribute KodeMerk_MU {f,t}
@attribute KodeMerk_BE {f,t}
@attribute KodeMerk_OH {f,t}
@attribute KodeMerk_BU {f,t}
@attribute KodeMerk_CQ {f,t}
@attribute KodeMerk_LT {f,t}
@attribute KodeMerk_ML {f,t}
@attribute KodeMerk_PS {f,t}
@attribute KodeMerk_MI {f,t}
@attribute KodeMerk_S2 {f,t}
@attribute KodeMerk_DM {f,t}
@attribute KodeMerk_DK {f,t}
@attribute KodeMerk_AP {f,t}
@attribute KodeMerk_BL {f,t}
@attribute KodeMerk_EP {f,t}
@attribute KodeMerk_TI {f,t}
@attribute KodeMerk_TC {f,t}
@attribute KodeMerk_LN {f,t}
@attribute KodeMerk_TS {f,t}
@attribute KodeMerk_DH {f,t}
@attribute KodeMerk_CM {f,t}
@attribute KodeMerk_PO {f,t}

@data
{0 t}
{0 t}
{1 t}
{0 t,2 t,3 t}
{0 t,4 t,5 t}
{0 t}
{1 t}
{0 t,6 t,7 t,8 t,9 t,10 t}
{0 t,1 t,5 t,7 t}
{0 t,1 t}
{0 t,11 t}
{0 t,12 t}
{10 t,13 t}
{0 t,7 t}
{0 t,14 t}
{0 t}
{0 t,7 t,11 t,15 t}
{0 t}
{0 t,10 t,11 t,14 t}
{0 t}
{0 t,10 t}
{0 t}
{0 t,16 t}
{0 t,7 t}
{0 t}
{0 t}
{0 t}
{0 t,1 t,7 t,15 t,17 t}
{0 t,7 t,11 t,18 t}
{0 t,7 t}
{11 t}
{0 t,19 t,20 t,21 t,22 t}
{0 t}
{0 t,1 t}
{0 t,1 t}
{0 t,23 t}
{0 t}
{0 t}
{0 t,7 t}
{0 t}
{7 t}
{0 t,7 t}
{0 t}
{0 t,24 t}
{0 t,13 t,25 t}
{0 t}
{7 t}
{25 t}
{0 t}
{0 t}
{0 t,1 t}
{1 t,9 t}
{0 t}
{16 t}
{0 t,8 t,26 t}
{0 t}
{0 t}
{0 t,10 t,26 t}
{0 t}
{27 t}
{13 t}
{28 t,29 t}
{0 t,1 t,7 t,17 t}
{5 t,11 t}
{1 t}
{0 t,11 t,14 t,30 t}
{1 t}
{0 t,7 t,13 t}
{0 t}
{0 t}
{31 t}
{0 t,32 t}
{0 t}
{0 t,1 t}
{0 t,33 t}
{0 t}
{31 t}
{0 t,7 t}
{0 t}
{0 t,34 t,35 t}
{0 t}
{0 t}
{0 t,11 t}
{0 t,5 t,10 t,34 t}
{7 t,12 t}
{0 t}
{0 t,7 t,13 t}
{0 t,1 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t}
{9 t,10 t,13 t,36 t,37 t}
{0 t}
{0 t,11 t,16 t,23 t}
{0 t,1 t}
{0 t,7 t,8 t}
{0 t,13 t,38 t}
{0 t}
{0 t,14 t,39 t}
{7 t}
{13 t,14 t}
{0 t,12 t,34 t}
{0 t}
{0 t}
{0 t,13 t}
{0 t,7 t}
{0 t,1 t,13 t,15 t,25 t}
{0 t}
{7 t,11 t}
{0 t}
{31 t}
{0 t,19 t}
{0 t}
{0 t}
{0 t}
{0 t,9 t}
{0 t,1 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t}
{7 t}
{0 t,1 t,4 t}
{15 t}
{15 t}
{13 t}
{0 t}
{0 t}
{13 t}
{0 t}
{0 t,1 t,11 t,40 t}
{0 t,7 t}
{8 t,9 t}
{0 t,1 t}
{1 t}
{1 t}
{0 t}
{1 t}
{0 t,1 t}
{0 t,8 t}
{15 t}
{0 t,2 t}
{25 t}
{0 t,7 t,16 t}
{0 t}
{7 t}
{0 t}
{0 t,1 t,3 t,7 t,8 t,11 t}
{7 t}
{1 t,7 t}
{0 t,41 t}
{0 t,1 t}
{0 t}
{0 t,22 t}
{0 t,4 t,13 t,16 t}
{0 t}
{0 t,26 t,42 t}
{1 t,7 t,8 t,29 t}
{31 t}
{0 t}
{5 t}
{37 t,43 t}
{0 t}
{0 t}
{17 t}
{22 t}
{10 t}
{0 t}
{0 t,1 t}
{0 t}
{0 t}
{0 t,1 t,23 t,25 t,34 t,36 t,44 t,45 t}
{0 t}
{5 t,14 t,41 t}
{0 t}
{0 t}
{0 t,25 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t,7 t}
{0 t}
{0 t,3 t}
{0 t}
{0 t,1 t}
{0 t,38 t}
{0 t,17 t}
{0 t,15 t}
{0 t}
{1 t,25 t}
{0 t}
{0 t,3 t}
{1 t,9 t,33 t}
{0 t,1 t}
{0 t,34 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t,11 t}
{0 t}
{0 t,5 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t}
{0 t,11 t,25 t}
{0 t}
{0 t}
{0 t}
{46 t}
{0 t,7 t,13 t}
{27 t}
{0 t,7 t}
{0 t,16 t}
{0 t,11 t,23 t}
{13 t}
{0 t}
{0 t}
{0 t,7 t,9 t,11 t,16 t}
{10 t}
{0 t}
{47 t}
{7 t}
{0 t}
{0 t,11 t}
{48 t}
{0 t,1 t}
{0 t}
{0 t}
{31 t}
{49 t,50 t}
{0 t}
{7 t}
{0 t,7 t,14 t,25 t}
{0 t,11 t}
{0 t}
{10 t}
{0 t}
{4 t,7 t,42 t}
{0 t}
{7 t}
{0 t}
{51 t}
{0 t,16 t}
{15 t}
{0 t}
{0 t,1 t,7 t,20 t,41 t}
{0 t,11 t}
{3 t}
{34 t}
{0 t}
{1 t,8 t,10 t}
{52 t}
{0 t}
{0 t}
{0 t}
{1 t,53 t}
{0 t,1 t,11 t,27 t,35 t}
{1 t,27 t}
{0 t}
{0 t}
